Dimension 1,Dimension 2,title,demographic,genres,type,episode_count,score,year_first_aired,ranked,members_count,favorited_count,studio,synopsis
9.287132,-0.7617864,Hell Girl: Two Mirrors,Unknown,"Horror, Mystery, Supernatural",TV,26,7.88,2006,824,162657,705,Studio Deen,"Ai Enma and her companions continue to offer their service of revenge against those who have wronged others, and the price is as steep as ever—for damning the offender to hell, the person exacting vengeance is sent to the abyss as well. As they cast soul after soul into the darkness, a new sinister force is watching them: a little girl named Kikuri.   While Ai continues her duties, she meets a boy named Takuma Kurebayashi, known as the ""Devil's Child"" because of the horrific events that occur around him. Unfortunately, Takuma's reputation leads the townspeople to use him as a scapegoat for those who have been ferried off to hell. When things quickly spiral out of control, Ai must find a way to bring an end to this senseless violence, as it poses a threat to her very existence."
7.4939156,-14.459608,Summer Ghost,Unknown,"Drama, Supernatural",Movie,1,7.89,2021,799,110108,939,Flat Studio,"It is said that fireworks can calm the souls of the dead. For Tomoya Sugisaki, Aoi Harukawa, and Ryou Kobayashi, fireworks are what allowed them to meet the Summer Ghost. Believed to be the spirit of a young woman who committed suicide, the Summer Ghost only appears in a specific area and can only be seen by those who are within arm's reach of death.    Tomoya is a creative soul being crushed by his academic obligation to get into a good university. Aoi is a meek girl who is relentlessly bullied by her classmates. Ryou is a former basketball star who had to forfeit his passion following a grim diagnosis. The only thing these three have in common is their ability to see the Summer Ghost. The Summer Ghost is said to be able to answer any and all questions pertaining to death—something the three teenagers desperately want to know more about.   Dissatisfied with their initial meeting, Tomoya sets out to find the Summer Ghost once again. But the more time he spends with the ghost, the more the mystery surrounding her existence unravels."
70.0984,-7.0922704,Swallowed Star,Unknown,"Action, Adventure, Fantasy, Sci-Fi",ONA,26,8.04,2020,582,7913,131,Sparkly Key Animation Studio,"One day, an unknown RR virus appeared on earth, and the world fell into disaster. Infected animals mutate into frightening and massively attacking monsters. When humans face destruction, they build walls and build base cities as the last bastion of man. The trials experienced by mankind during this period of time are called the ""Period of Nirvana."" In extreme living environments, human power is also gradually advancing and evolving, and martial arts are emerging, and human power is qualitatively increasing compared to before. And the best of them is called the Warriors. Luo Feng, 18, also aspires to be one of them. Currently, she will take the college entrance exam and face a choice at a crossroads in her life, but suddenly a monster attack affects the trajectory of her life. Under the threat of powerful monsters, the inhabitants of the city are in danger, but the military is powerless. Only one soldier stood up and maintained the security of the base city. Luo Feng is infected by a warrior force, and secretly he decides to become a fighter to protect his loved ones. This is the beginning of everything, the starting point of Luo Feng's journey as a martial artist, and also the beginning of his legendary life. Luo Feng aspires to be a martial artist, but the road ahead is not smooth. The first thing he has to deal with is the influence of the outside environment that is not visible to him. Luo Feng's family's condition was alarming and life was difficult, his parents could not provide more help and could only rely on his own efforts. Ultimately, under constant hard work, Luo Feng continues to explore his own potential and is recognized by his increased abilities and self-improvement. Not only that, Luo Feng not only shouldered the burden of supporting the family, but also joined other justice fighters to face evil monsters to protect the homeland of mankind and for the better survival and development of mankind. In a desperate doomsday situation, can Luo Feng and the other soldiers drive away the monsters and successfully protect the human world?   (Source: Animexin)"
11.615468,9.132146,Undead Murder Farce,Unknown,"Fantasy, Mystery",TV,13,7.89,2023,801,144180,767,Lapin Track,"In 19th-century France, the wife of vampire noble Jean Duchet Godard is murdered in her own home. With the local human authorities unwilling to properly investigate the case, Godard hires a pair of private detectives known to specialize in the supernatural: Tsugaru Shinuchi, a man with a mysterious birdcage; and his partner, Aya Rindou. This enigmatic duo has come from faraway Japan for one purpose—to track down the man who stole both Aya's body and Tsugaru's humanity."
-28.81581,46.15388,Ushio & Tora (2016),Shounen,"Action, Adventure, Supernatural",TV,13,7.89,2016,802,133164,320,"MAPPA, Studio VOLN",Continuation of Ushio to Tora TV series.
-32.05027,-9.636998,Wind Breaker,Unknown,Action,TV,13,7.89,2024,803,170167,955,CloverWorks,"From an early age, Haruka Sakura was made an outcast due to his unconventional appearance and lack of social skills. However, the rough treatment turned him into a proficient fighter, which is now the only thing he prides himself on. Starting at Furin High School, where it is rumored that strength is valued over academics, Sakura has only one goal—taking the top spot.   Involved in a street brawl the day before his enrollment, Sakura happens to meet a group of his future schoolmates. Instead of the usual rejection, they fight alongside him, demonstrating that what the school actually cares about is protecting the town of Makochi from any harm—hence why the students call themselves ""Bofurin."" Surprised by the support and appreciation of the townspeople, Sakura has a hard time accepting their goodwill.   Though unfamiliar with kindness being shown to him, Sakura must learn to push past his discomfort when Bofurin is pitted against formidable enemies. After experiencing the feeling of acceptance, he finds himself fighting for the sake of others for the first time."
7.832729,-31.265814,Bloom Into You,Unknown,"Drama, Girls Love",TV,13,7.89,2018,804,342984,6447,TROYCA,"Yuu Koito has always been entranced with romantic shoujo manga and the lyrics of love songs. She patiently waits for the wings of love to sprout and send her heart aflutter on the day that she finally receives a confession. Yet, when her classmate from junior high declares his love for her during their graduation, she feels unexpectedly hollow. The realization hits her: she understands romance as a concept, but she is incapable of experiencing the feeling first-hand.   Now, having enrolled in high school, Yuu, disconcerted and dispirited, is still ruminating over how to respond to her suitor. There, she happens upon the seemingly flawless student council president, Touko Nanami, maturely rejecting a confession of her own. Stirred by Touko's elegant manner, Yuu approaches her for advice, only to be bewildered when the president confesses to her! Yuu quickly finds herself in the palm of Touko's hand, and unknowingly sets herself on a path to find the emotion which has long eluded her."
-61.82646,-16.251049,The Yuzuki Family's Four Sons,Shoujo,Slice of Life,TV,12,7.89,2023,805,54018,311,Shuka,"The Yuzuki family, which consists of four brothers, lost their parents two years ago. Hayato, the eldest son, is a hard worker and the pillar of the family. Mikoto, the second son, is calm and collected, but he has a soft spot for his younger brother Minato, whom he adores and thinks is cute. Minato, the third son, is energetic and adores his brothers, but he is clumsy and awkward. Gakuto, the fourth son, is a studious and mature first-grader who is often referred to as a ""wise man."" The manga depicts the four brothers' daily lives as they navigate their family, school, and community.   (Source: MAL News)"
-50.694004,53.38515,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,Shounen,Comedy,TV,373,7.77,1996,1056,19336,203,Gallop,"Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief."
-14.73259,20.366898,Lupin the Third Part 4,Seinen,"Action, Adventure, Comedy, Mystery",TV,24,7.89,2015,807,71768,448,Telecom Animation Film,"Lupin is the main character in this series which takes place in Italy and San Marino.   Reflecting its setting, the anime debuted in Italy before it aired in Japan. Lupin III fans will note that the titular thief now dons a blue coat, following his earlier appearances in green (first series and some OVAs), red (the second series as well as most films and television specials) and pink (third series).   (Source: Crunchyroll)"
2.3598175,-21.88598,"The Tunnel to Summer, the Exit of Goodbyes",Unknown,"Drama, Mystery, Romance, Sci-Fi",Movie,1,7.89,2022,809,149464,1651,CLAP,"Kaoru Touno's family is falling apart. After the death of a sibling and his parents' divorce, he no longer feels any peace at home. Following a heated confrontation with his father, Kaoru runs out of his house and finds himself before a mysterious tunnel, which pulls him in. Bewildered by what he sees inside, he rushes to the exit, picking up a bird that looks identical to his deceased pet on his way out.   Upon emerging outside, Kaoru realizes that, despite him spending just a few minutes inside the tunnel, an entire week has passed. The bizarre experience leads him to remember the rumors of ""Urashima Tunnel""—a passage that grants wishes in exchange for one's lifespan. Given the resurrection of his pet bird, Kaoru cannot help but wonder if another visit can help fix his messed up life.   However, when he returns to the entrance of the mysterious tunnel, Kaoru realizes that he has been followed by Anzu Hanashiro, a new transfer student in his class. She also knows about the rumors and asks him to help her with an experiment—it turns out that she, too, has a wish that only the tunnel can grant."
-28.564667,13.309802,Big Windup!,Seinen,Sports,TV,25,7.88,2007,837,101048,1738,A-1 Pictures,"Ren Mihashi was the ace of his middle school's baseball team, but due to his poor pitching, they could never win. Constant losses eventually lead to his teammates bullying him and reached the point where his teammates no longer tried to win, causing Mihashi to graduate with little self-esteem. As a result, Mihashi decides to go to a high school in a different prefecture where he has no intention of playing baseball. Unfortunately, upon his arrival at Nishiura High, he is dragged into joining their new team as the starting pitcher.   Although unwilling at first, Mihashi realizes that this is a place where he will be accepted for who he is; with help from the catcher Takaya Abe, he starts to have more confidence in his own abilities. Abe, seeing the potential in Mihashi, makes it a goal to help him become a pitcher worthy of being called an ace."
-48.40479,6.4911957,Cromartie High School,Shounen,Comedy,TV,26,7.89,2003,811,140089,1664,Production I.G,"Takashi Kamiyama is your typical mild-mannered high school student—polite, aloof, and pacifistic, with a slightly above-average IQ. But would your average high school student really enroll himself at the infamous Cromartie High School, known as a breeding ground for the toughest delinquents out there?   Apparently so, as that is exactly what Takashi does, though for reasons he'd rather leave unmentioned. However, one thing is for sure: the ""hard-boiled rabbit in a den full of hungry lions"" is never going to have another dull day. And how could he, now that he's surrounded by mohawked punks, obnoxious robots, and... gorillas? And was that Freddie Mercury riding a horse down the corridor? Follow Takashi as he earnestly dedicates his new high school life to better his school's reputation while his classmates are hellbent on wreaking havoc."
-49.211334,2.8593016,School Rumble,Shounen,"Comedy, Romance",TV,26,7.89,2004,812,329026,5254,Studio Comet,"Just the words ""I love you,"" and everything changes—such is the nature of the bittersweet trials of high school romance. Tenma Tsukamoto, a second year, is on a quest to confess her feelings to the boy she likes. Kenji Harima, a delinquent with a sizable reputation, is in a similar situation, as he cannot properly convey his feelings to the one he loves. Between school, friends, rivalries, and hobbies, these two will find that high school romance is no walk in the park, especially as misunderstandings further complicate their plight.  School Rumble is a high-octane romantic comedy full of relatable situations, as Tenma and Kenji both try to win the hearts of those they desire."
40.590378,45.944424,Mobile Suit Zeta Gundam,Unknown,"Action, Drama, Romance, Sci-Fi",TV,50,7.88,1985,831,76248,2297,Sunrise,"It is Universal Century 0087, and the One Year War between the Earth Federation and Principality of Zeon is over. The Earth Federation has created an elite task force, known as the Titans, who are responsible for hunting the remaining Zeon forces. However, the power-hungry Titans have shown themselves to be no better than Zeon, spurring the creation of a rebellious faction called the Anti-Earth Union Group (AEUG).   17-year-old Kamille Bidan lives in the colony Green Noa, home to a Titan base. Kamille gets in trouble after assaulting a Titan officer, an event that coincides with an attack led by former Zeon ace Char Aznable, now known as AEUG pilot Quattro Bajeena. When Kamille steals a Titan's prototype Gundam, he soon finds himself in the middle of the dangerous conflict."
4.5173855,-21.026049,The Garden of Words,Unknown,"Award Winning, Drama, Romance",Movie,1,7.88,2013,832,866562,7065,CoMix Wave Films,"On a rainy morning in Tokyo, Takao Akizuki, an aspiring shoemaker, decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino, a beautiful yet mysterious woman, for the very first time. Offering to make her new shoes, Takao continues to meet with Yukari throughout the rainy season, and without even realizing it, the two are able to alleviate the worries hidden in their hearts just by being with each other. However, their personal struggles have not disappeared completely, and as the end of the rainy season approaches, their relationship will be put to the test."
-34.97581,22.121582,The Ancient Magus' Bride Season 2 Part 2,Shounen,"Drama, Fantasy, Romance",TV,12,7.88,2023,833,89570,267,Studio Kafka,"Following a series of attacks that have left teachers and students alike sapped of their magic, headmistress Liza Quillyn decides to seal off the College, rendering it impossible to enter or leave the premises. As a result, Philomela Sargant is unable to comply with her grandmother Lizbeth's order to withdraw from the school.   Trapped inside the College, Chise Hatori and her classmates begin to adjust to their novel and stressful circumstances. But as time goes on, Philomela's condition only gets worse—both mentally and physically. Meanwhile, details about the tragic past of Chise's roommate, Lucy Webster, continue to resurface. As Chise grapples with worries about her friends and with her evolving self, the identity of the mysterious magic-draining culprit plaguing the College may finally come to light."
-19.112928,-14.204977,Megalo Box,Unknown,"Sci-Fi, Sports",TV,13,7.88,2018,833,510265,3597,TMS Entertainment,"""To be quiet and do as you're told, that's the cowardly choice."" These are the words of Junk Dog, an underground fighter of Megalo Box, an evolution of boxing that utilizes mechanical limbs known as Gear to enhance the speed and power of its users. Despite the young man's brimming potential as a boxer, the illegal nature of his participation forces him to make a living off of throwing matches as dictated by his boss Gansaku Nanbu. However, this all changes when the Megalo Box champion Yuuri enters his shabby ring under the guise of just another challenger. Taken out in a single round, Junk Dog is left with a challenge: ""If you're serious about fighting me again, then fight your way up to me and my ring.""   Filled with overwhelming excitement and backed by the criminal syndicate responsible for his thrown matches, Junk Dog enters Megalonia: a world-spanning tournament that will decide the strongest Megalo Boxer of them all. Having no name of his own, he takes on the moniker of ""Joe"" as he begins his climb from the very bottom of the ranked list of fighters. With only three months left to qualify, Joe must face off against opponents the likes of which he has never fought in order to meet the challenge of his rival."
-42.776005,59.954067,Case Closed Movie 02: The Fourteenth Target,Shounen,"Adventure, Comedy, Mystery",Movie,1,7.88,1998,835,64644,72,TMS Entertainment,"A mysterious attacker has appeared and is assaulting people whose names contain a number from the standard deck of cards in descending order. When Conan Edogawa points out that all the victims are related to the now famous detective Kogorou Mouri, suspicion immediately falls upon the recently released convict Jou Murakami, as Kogorou was the one responsible for his arrest ten years prior.   With potential victims still at risk, Conan and the police are determined to catch the culprit. As the case gradually unfolds, both Conan and his friend Ran Mouri learn more about her parents' separation and the truth on what transpired a decade ago."
-12.27964,68.24256,One Piece Film: Gold,Shounen,"Action, Adventure, Fantasy",Movie,1,7.88,2016,836,221134,434,Toei Animation,"Monkey D. Luffy and his Straw Hat Crew have finally arrived on Gran Tesoro, a ship carrying the largest entertainment city in the world. Drawn in by the chances of hitting the jackpot, the crew immediately head to the casino. There, they quickly find themselves on a winning streak, playing with what seems to be endless luck.   When offered a special gamble by Gild Tesoro—the master of the city himself—the crew agrees, choosing to believe in their captain's luck. However, when they find themselves victims of a despicable scam, the crew quickly realize that there is something darker happening beneath the city's surface.   Left penniless and beaten down, the Straw Hat Crew are forced to rely on another gamble of a plan. With the help of a new friend or two, the group must work to reclaim what they've lost before time, and what remains of their luck, runs out."
-22.75505,41.468056,Otoko Ippiki Gaki Daishou,Shounen,"Action, Drama",TV,156,7.88,1969,838,1587,2,Unknown Studio,"TV anime adaptation of Motomiya Hiroshi's manga ""Otoko Ippiki Gaki Daishou"" about young gang leader and all the trouble and fights his gang gets into, serialized in Weekly Shonen Jump.  (Source: AniDB)"
-42.02966,-16.576872,The Story of Saiunkoku,Shoujo,"Adventure, Fantasy, Romance",TV,39,7.88,2006,838,97595,1165,Madhouse,"Shuurei Kou, the daughter of a noble yet impoverished family, is a clever young lady who dreams of becoming a government official and contributing toward her country. However, her dream is out of her reach as such a position is forbidden to women. While her father works a low wage job as an archivist at the palace, Shuurei has to juggle odd jobs to make ends meet. Then, one day, an unexpected visit changes her life.    Shuurei is called to assist Ryuuki Shi, the new emperor who is known for slacking on his duties and preferring the company of men. Tempted by the generous compensation, she readily accepts the chance to become the young emperor's consort for six months. Luckily, she is not alone as Seiran Shi, her trusty friend, joins her as Ryuuki's bodyguard. While tasked with transforming the new emperor into a responsible ruler, court life and politics prove troublesome as Shuurei faces the challenges of her new life.   Set in a fictional country, Saiunkoku Monogatari centers on the idea of meaningful leadership, its adversities and the rewards that come alongside a prospering nation."
-7.971256,39.075954,My Hero Academia Season 4,Shounen,Action,TV,25,7.88,2019,816,1729827,8168,Bones,"After successfully passing his Provisional Hero License exam, Izuku ""Deku"" Midoriya seeks out an extracurricular internship with a professional hero agency. At the recommendation of his mentor All Might, Midoriya lands a position under All Might's former sidekick, Sir Nighteye, now a famous hero in his own right.   As Midoriya's classmates further their own abilities through various internships, up-and-coming villain Kai Chisaki utilizes his terrifying powers to gather favor in the criminal underworld. Known by the moniker Overhaul, Chisaki's ambitions collide with the League of Villains and its leader, Tomura Shigaraki.   Through his work with Sir Nighteye, Midoriya discovers Chisaki's crime syndicate and the villain's hostile relationship with a mysterious young girl named Eri. Fearing for the child's safety, Midoriya and his upperclassman Mirio Toogata must work together to put an end to Chisaki's reign of terror."
32.72597,32.851246,Code Geass: Lelouch of the Rebellion I - Initiation,Unknown,"Action, Sci-Fi",Movie,1,7.88,2017,817,102364,193,Sunrise,"The Holy Britannian Empire is a powerful nation that uses its military strength to expand its rule, and the small island nation of Japan is yet another victim. During a worldwide conflict in 2010 known as the Second Pacific War, the once-proud country was reduced to rubble and mockingly renamed to Area 11.    However, one student plans to free Japan from Britannia's control through an extraordinary rebellion. His name is Lelouch Lamperouge, and he is fueled with hatred for the Empire, plotting to wipe its accursed name off the face of the planet. Lelouch's malicious plans are unexpectedly accelerated upon meeting the mysterious woman C.C., who grants him a supernatural ability known as Geass that makes anyone Lelouch commands unable to defy his will.    Now armed with a devastating power, Lelouch assumes the persona of Zero, a revolutionary figure who carries the hopes and dreams of the oppressed around the world. He vows to restore the glorious nation of Japan and deliver divine retribution to Britannia."
1.3903228,1.8058292,Death Billiards,Unknown,"Drama, Supernatural, Suspense",Movie,1,7.88,2013,818,240434,338,Madhouse,"Two men have just arrived at a location known as Quindecim and are unable to remember how they got there. They are immediately greeted by a young woman who escorts them to a small bar, where a bartender awaits them. They are told that they will have to participate in a game, randomly chosen by roulette, and will be unable to leave until its completion; if they refuse, the consequences will be dire. In addition to the rules of the game, the two men are told to play as if their lives are at stake.   The game that has been chosen is billiards. But there's more to it than just pocketing pool balls, as the two are about to find out the outcome could mean life or death."
-1.909258,-48.46541,Free! Eternal Summer: Kindan no All Hard!,Unknown,Comedy,Special,1,7.88,2015,819,94326,198,"Kyoto Animation, Animation Do",Unaired episode included with volume 7 of the Blu-ray/DVD.
-0.29283184,25.325901,Golden Kamuy,Seinen,"Action, Adventure",TV,12,7.88,2018,820,393328,4487,Geno Studio,"In early 1900s Hokkaido after the Russo-Japanese war, Saichi Sugimoto tirelessly pans for gold. Nicknamed ""Sugimoto the Immortal"" for his death-defying acts in battle, the ex-soldier seeks fortune in order to fulfill a promise made to his best friend before he was killed in action: to support his family, especially his widow who needs treatment overseas for her deteriorating eyesight. One day, a drunken companion tells Sugimoto the tale of a man who murdered a group of Ainu and stole a fortune in gold. Before his arrest by the police, he hid the gold somewhere in Hokkaido. The only clue to its location is the coded map he tattooed on the bodies of his cellmates in exchange for a share of the treasure, should they manage to escape and find it.   Sugimoto does not think much of the tale until he discovers the drunken man's corpse bearing the same tattoos described in the story. But before he can collect his thoughts, a grizzly bear—the cause of the man's demise—approaches Sugimoto, intent on finishing her meal. He is saved by a young Ainu girl named Asirpa, whose father happened to be one of the murdered Ainu. With Asirpa's hunting skills and Sugimoto's survival instincts, the pair agree to join forces and find the hidden treasure—one to get back what was rightfully her people's, and the other to fulfill his friend's dying wish."
6.369263,6.9028597,Higurashi: When They Cry,Unknown,"Horror, Mystery, Supernatural, Suspense",TV,26,7.88,2006,822,807087,21484,Studio Deen,"Keiichi Maebara has just moved to the quiet little village of Hinamizawa in the summer of 1983, and quickly becomes inseparable friends with schoolmates Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and Rika Furude. However, darkness lurks underneath the seemingly idyllic life they lead.    As the village prepares for its annual festival, Keiichi learns about the local legends surrounding it. To his horror, he discovers that there have been several murders and disappearances in the village in the recent years, and that they all seem to be connected to the festival and the village's patron god, Oyashiro. Keiichi tries to ask his new friends about these incidents, but they are suspiciously silent and refuse to give him the answers he needs. As more and more bizarre events occur, he wonders just what else his friends might be keeping from him, and if he can even trust them at all.   When madness and paranoia begin taking root in Keiichi's heart, he will stumble straight into the mysteries at work in Higurashi no Naku Koro ni, a story that is told across multiple arcs."
-18.963688,6.864688,Hozuki's Coolheadedness 2,Seinen,"Comedy, Fantasy",TV,13,7.88,2017,823,47699,112,Studio Deen,"Just as in this life, the afterlife needs a calm troubleshooter to deal with the bureaucratic headaches that come from keeping things in order. Enter Hozuki: a cool and collected demon who’s badly in need of a vacation.   (Source: HIDIVE)"
-26.605747,47.33623,JoJo's Bizarre Adventure (2012),Shounen,"Action, Adventure, Supernatural",TV,26,7.88,2012,824,1667641,37167,David Production,"The year is 1868; English nobleman George Joestar and his son Jonathan become indebted to Dario Brando after being rescued from a carriage incident. What the Joestars don't realize, however, is that Dario had no intention of helping them; he believed they were dead and was trying to ransack their belongings. After Dario's death 12 years later, George—hoping to repay his debt—adopts his son, Dio.    While he publicly fawns over his new father, Dio secretly plans to steal the Joestar fortune. His first step is to create a divide between George and Jonathan. By constantly outdoing his foster brother, Dio firmly makes his place in the Joestar family. But when Dio pushes Jonathan too far, Jonathan defeats him in a brawl.    Years later, the two appear to be close friends to the outside world. But trouble brews again when George falls ill, as Jonathan suspects that Dio is somehow behind the incident—and it appears he has more tricks up his sleeve."
6.244177,38.579613,Attack on Titan OAD,Shounen,"Action, Drama, Suspense",OVA,3,7.88,2013,826,466861,952,Wit Studio,"Ilse no Techou: Aru Chousa Heidanin no Shuki  During the Survey Corps' 49th recon mission, Hange Zoë is determined to capture a titan specimen. Despite not receiving clearance from Commander Erwin Smith, when a titan is spotted in nearby forestland, Hange rides out alone to meet it. Recklessly luring it out, she asks the titan numerous questions and puts her life on the line for the sake of her research. However, the behavior of this particular titan is far from normal. It quickly turns back and enters the wood once again, leading Hange to somewhere specific. What Hange finds is the legacy of former scout Ilse Langnar. In spite of her death, she provides a valuable piece of information that may serve to turn the tide for titan research—a diary documenting her last moments.  Totsuzen no Raihousha: Sainamareru Seishun no Noroi  Jean Kirstein would do anything to escape his boring home life and overbearing mother. After enlisting in the military, it became his ultimate goal to join the Military Police regiment and live out in peace and luxury. However, during his time with the 104th Training Corps, things never really go the way Jean wants them to. Eventually, the stolen glory and condescending banter of his comrades become too much—and Jean challenges fellow cadet Sasha Blouse to a battle, in order to determine which of them is strongest—but who will come out on top?  Konnan  The 104th Training Corps' most recent mission is a trek on horseback into the forest. Although a test of their ability to stay alert even in non-threatening situations, the task is boring and can lead to in-fighting. This is especially true for one of the groups, lead by Marco Bott. Some want to stay true to the mission they have been tasked with, and the rest would rather slack off, occupying themselves with more exciting activities. But when trouble strikes, they are completely unprepared."
6.1940603,38.585136,Attack on Titan: The Roar of Awakening,Shounen,"Action, Drama, Suspense",Movie,1,7.88,2018,827,72322,93,Wit Studio,"Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members."
32.464386,27.768826,Space Dandy,Unknown,"Comedy, Sci-Fi",TV,13,7.88,2014,828,358011,5498,Bones,"Dandy is a groovy, pompadour-wearing man who explores the stars in search of strange aliens for money, desiring to visit his favorite place: BooBies, the best diner in all the cosmos. Traversing the galaxies in his trusty ship, the Aloha Oe, Dandy is accompanied by his two equally unique friends: QT, the vacuum cleaner robot; and Meow, an alien with a cat-like appearance.    Although exciting, Dandy's job is never simple, and each new day promises a completely different, thrilling adventure. Together, Dandy and his crew get dragged into perilous journeys, misadventures in romance, and out of this world scenarios—all whilst steering clear of the evil scientist, Dr. Gel of the Gogol Empire."
42.639755,44.033604,Gunbuster,Unknown,"Action, Award Winning, Comedy, Drama, Sci-Fi",OVA,6,7.85,1988,890,129885,2810,Gainax,"In the near future, humanity has taken its first steps towards journeying into the far reaches of the galaxy. Upon doing so they discover a huge race of insectoid aliens known as ""Space Monsters."" These aliens seem dedicated to the eradication of mankind as they near closer and closer to discovering Earth. In response, humanity develops giant fighting robots piloted by hand-picked youth from around the world.   Shortly after the discovery of the aliens, Noriko Takaya, the daughter of a famous deceased space captain, enters a training school despite her questionable talents as a pilot. There, she meets her polar opposite, the beautiful and talented Kazumi Amano, and is unexpectedly made to work together with her as they attempt to overcome the trauma of war as well as their own emotions."
-45.28475,26.547071,TONIKAWA: Over The Moon For You,Shounen,"Comedy, Romance",TV,12,7.87,2020,856,745811,10042,Seven Arcs,"Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her—only to get blindsided by an oncoming truck.    Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight—reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her!"
38.01994,53.721886,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,Unknown,"Action, Drama, Sci-Fi",OVA,8,7.87,2021,857,6818,25,Satelight,"Gamilans are facing their biggest hurdle yet: their planet is dying at an alarming pace. To save his people and relocate them to habitable land, Aberdt Desler feigns submission to the oppressive rule of the planet Galman, which houses a race almost identical to the Gamilans. Desler's true objective is to seize control and accelerate the salvation of his nation. However, as Gamilans begin their migration, an unidentified massive power attacks them and completely warps their twin planet—Iscandar, Queen Starsha's home.   Meanwhile, Earth is celebrating the success of the magnificent Space Battleship Yamato and its heroic crew. A new generation of promising recruits joins Yamato and its two new support ships, led by Yuki Mori and Shirou Sanada. But not everyone agrees with the past decisions of its captain, Susumu Kodai. During the Yamato's six-month-long training mission and diplomatic meeting with the Gamilans, the crew learns of the recent catastrophe, and against all orders, Kodai commands the fleet to Iscandar to aid the surviving refugees."
70.541115,8.749027,Fog Hill of Five Elements,Unknown,"Action, Fantasy",ONA,3,7.87,2020,858,60231,422,Samsara Animation Studio,"A legend tells that a long time ago, monsters could give the ability to certain elected officials to master the five elements. But for that, you have to go through the dangerous foggy mountains...   We follow the adventures of one of these elected officials.   (Source: Nautiljon)"
-60.703823,-17.310287,Yume-iro Pâtissière,Shoujo,Gourmet,TV,50,7.87,2009,858,83518,1157,Studio Hibari,"Aside from her deep passion for eating cakes, the clumsy Ichigo Amano has never been successful at anything.  After an encounter with Henri Lucas, a famous patissier, Ichigo's amazing tasting abilities—although unbeknownst to her—are discovered.  Recognizing her talent, Henri offers her the chance to attend St. Marie Academy, a prestigious culinary school which specializes in desserts.   In spite of the fact that she is a beginner lacking skills, thanks to Henri's recommendation, Ichigo is placed in the topmost group with the ""Sweets Princes."" The princes, famous throughout the school for their magical treats, are Sennosuke Andou, an expert in traditional Japanese sweets; Satsuki Hanabusa, with a flair for candied flowers; and Makoto Kashino, a gifted chocolatier. Ichigo and the Sweets Princes, each accompanied by their ""Sweets Spirits""—fairies who make patissiers' dreams come true—all work towards their goals in the competitive world of sweets."
-51.725216,6.0955515,Zan Sayonara Zetsubou Sensei,Shounen,Comedy,TV,13,7.87,2009,860,108167,244,Shaft,"Nozomu Itoshiki is still the bizarre teacher of the even stranger Class 2-F. He attempts to teach his students the negative aspects of the world and society, only to have each circumstance thrown at his face whenever he tries. With more students and friends than before, Zetsubo-sensei's life becomes harder and crazier than ever before.   (Source: ANN)"
-41.873146,18.940245,The World God Only Knows II,Shounen,"Comedy, Romance, Supernatural",TV,12,7.87,2011,839,391665,1026,Manglobe,"Keima Katsuragi, the ""God of Conquest,"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie, he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls.   However, the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell, he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D, he is trapped in lousy reality, and so Keima must trudge forward in his conquest of love."
