Dimension 1,Dimension 2,title,demographic,genres,type,episode_count,score,year_first_aired,ranked,members_count,favorited_count,studio,synopsis
43.111084,36.270454,Mobile Suit Gundam: The Witch from Mercury,Unknown,"Action, Sci-Fi",TV,12,7.87,2022,840,155535,1556,Sunrise,"Suletta Mercury leaves her planet and enters the Asticassia School of Technology at the behest of her mother. There, right and wrong are determined through duels between students, and the top-ranking duelist will receive Miorine Rembran as their fiancée—this prize being decided by Miorine's father.   When Guel Jeturk, the best pilot in school and Miorine's current fiancé, demands that his betrothed move in with him, Suletta disapproves, so Guel challenges her. Although she emerges as champion, Suletta is subsequently detained on suspicion of piloting a forbidden type of mobile suit—a GUND-ARM, or ""Gundam""—which results in her victory being voided.   Miorine refuses to accept any more injustices and proposes another duel with even higher stakes. Now, Suletta must triumph a second time, otherwise she will be expelled and the Gundam Aerial that means so much to her will be destroyed."
42.69653,38.00827,Mobile Suit Gundam: The Witch from Mercury - Prologue,Unknown,"Action, Sci-Fi",Special,1,7.87,2022,841,46601,71,Sunrise,"On the planet Mercury, the advanced technology of cybernetic prostheses has led to the development of giant pilotable robots. However, prolonged use of these achievements in bioengineering takes a significant toll on a pilot's body. As the Merucians' mobile suits gain formidable power, fear rises among the people of Earth.   On her daughter Ericht's fourth birthday, pilot Elnora Samaya tests the state-of-the-art Gundam Lfrith under the watchful eye of its creator, Cardo Nabo. Ericht visits Elnora at work despite orders not to, and chaos unfolds after she forms a strange bond with her mother's mecha."
-45.19695,7.623325,Komi Can't Communicate,Shounen,Comedy,TV,12,7.87,2021,842,888265,12034,OLM,"Hitohito Tadano is an ordinary boy who heads into his first day of high school with a clear plan: to avoid trouble and do his best to blend in with others. Unfortunately, he fails right away when he takes the seat beside the school's  madonna—Shouko Komi. His peers now recognize him as someone to eliminate for a chance to sit next to the most beautiful girl in class.   Gorgeous and graceful with long, dark hair, Komi is universally adored and immensely popular despite her mysterious persona. However, unbeknownst to everyone, she has crippling anxiety and a communication disorder which prevents her from wholeheartedly socializing with her classmates.   When left alone in the classroom, a chain of events forces Komi to interact with Tadano through writing on the blackboard, as if in a one-way conversation. Being the first person to realize she cannot communicate properly, Tadano picks up the chalk and begins to write as well. He eventually discovers that Komi's goal is to make one hundred friends during her time in high school. To this end, he decides to lend her a helping hand, thus also becoming her first-ever friend."
-41.60546,52.06918,Lupin III vs. Detective Conan: The Movie,Shounen,"Action, Comedy, Mystery",Movie,1,7.87,2013,843,33100,40,TMS Entertainment,"It is a cross over between the series Lupin III and Detective Conan and takes place after the television special Lupin the 3rd vs Detective Conan. The plot follows Conan Edogawa who sets out to apprehend Arsène Lupin III, the suspect of stealing a jewel called Cherry Sapphire.   (Souce: Wikipedia)"
-23.953194,13.799543,Initial D Legend 3: Dream,Seinen,Racing,Movie,1,7.87,2016,845,28536,58,"SANZIGEN, LIDENFILMS","After spending his summer racing against some of the best racers in Gunma, Takumi Fujiwara receives a formal challenge from the leader of the Akagi Red Suns, Ryousuke Takahashi. Despite his initial reluctance to get into the hobby, Takumi cannot help but feel excited to go up against the former ""White Comet of Akagi."" In preparation for the battle, Ryousuke downgrades his car, putting his pride and racing career at stake.    With the title of the fastest racer in all of Gunma on the line, will Takumi and his panda-colored Toyota AE86 be able to defeat Ryousuke's Mazda RX-7 FC?"
36.14111,-36.68827,Spice and Wolf II: The Wolf and the Amber Melancholy,Unknown,"Adventure, Fantasy, Romance",OVA,1,7.87,2009,846,172250,308,"Brain's Base, Marvy Jack","Traveling merchant Kraft Lawrence and wolf deity Holo sit down to have dinner with Norah Arendt, a young shepherdess who helped them smuggle gold. Holo's dislike of Norah—due to both the latter's profession and her closeness with Lawrence—prevents her from enjoying her meal.   When Holo falls ill from fatigue, she is cared for by Lawrence, who frets over the health of his dear companion. As she regains her strength, Holo reminisces about the adventures they had together."
-24.520119,-37.82635,Mr. Osomatsu the Movie,Unknown,Comedy,Movie,1,7.87,2019,847,15320,81,Pierrot,"After an embarrassing high school class reunion with their successful classmates, who have ""proper"" jobs, relationships, and even children, the Matsuno sextuplets return home to sulk about their status as NEETs. They spend the night drinking away their sorrows, eventually falling unconscious, until they awaken in a strange world of memories, centered around one of the brothers' biggest high school regret.   As the sextuplets navigate this memory world, they encounter their embarrassing past selves from high school, as well as those of their friends. All the while, they try to uncover whose regret was great enough to trap them in this strange world, so that they can make their way back to reality. However, they're running out of time; this world of memories is unstable, and the sextuplets may lose their chance to make things right if they're too slow...."
26.745237,7.122319,The King's Avatar,Unknown,Action,ONA,12,7.87,2017,848,370049,3968,B.CMAY PICTURES,"Widely regarded as a trailblazer and top-tier professional player in the online multiplayer game Glory, Ye Xiu is dubbed the ""Battle God"" for his skills and contributions to the game over the years. However, when forced to retire from the team and to leave his gaming career behind, he finds work at a nearby internet café. There, when Glory launches its tenth server, he throws himself into the game once more using a new character named ""Lord Grim.""   Ye Xiu's early achievements on the new server immediately catch the attention of many players, as well as the big guilds, leaving them to wonder about the identity of this exceptional player. However, while he possesses ten years of experience and in-depth knowledge, starting afresh with neither sponsors nor a team in a game that has changed over the years presents numerous challenges. Along with talented new comrades, Ye Xiu once again dedicates himself to traversing the path to Glory's summit!"
5.202272,26.782581,Berserk: The Golden Age Arc II - The Battle for Doldrey,Seinen,"Action, Adventure, Drama, Fantasy, Horror",Movie,1,7.87,2012,849,214926,726,Studio 4°C,"The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.    But with members like Guts—the captain of the Hawks' raiders who can easily fell 100 men with his gigantic sword—such tasks prove to be trivial. However, in the aftermath of the battle, Guts decides to leave the Hawks in order to pursue his own dream and bids farewell to his companions, despite Griffith's attempts to make him stay. This single event causes Griffith to lose his composure, and leads him to make a decision that will alter his and the Hawks' fates forever."
-10.463378,-41.07724,Carnival Phantasm,Unknown,"Comedy, Supernatural",OVA,12,7.87,2011,850,198365,1598,Lerche,"The Carnival Moment is a time when several narratives from Type-Moon's famous works intersect. It happens every decade in an entirely new dimension, and those who have never run into each other can meet. And what's more, all individuals involved gain the opportunity to fulfill any of their wishes! However, they will have to come a long way, as they will need to partake in contests.   In Carnival Phantasm, various characters are put into situations that ridicule their own worlds. Nevertheless, they all have the same objective: to win the contests by any means necessary!"
